title,description,userState,userCity,status,created,url
"Eixo traseiro do Onix quebrado, sem motivo explicável.","Comprei um Onix Zero, em 2019 agora descobri por acaso que o eixo traseiro estava quebrado, fui trocar os pneus pra fazer uma viagem, quando o mecânico me falou...fiquei assustada a minha vida e dos meus estava em risco, entrei em contato com a montadora através da concessionária, para que o eixo fosse substituído sem eu ter que pagar. A fábrica negou, alegando que o carro está fora da garantia. O conserto fica um valor aproximado de 9.000 pela concessionária. Comprei outro carro da Chevrolet pois tenho um Celta a mais de 20 anos, é só tenho elogios para ele. Mas o Onix infelizmente apresentou alguns problemas... se soubesse que estaria colocando a vida das pessoas mais importantes pra mim em risco não teria comprado. Pensei que o eixo traseiro não fosse tão frágil. <br />",GO,Luziânia,PENDING,2025-09-10T17:18:43,https://www.reclameaqui.com.br/chevrolet/eixo-traseiro-do-onix-quebrado-sem-motivo-explicavel_MhM2WFK5wFoZGulW/
Dano em veículo durante revisão e falta de suporte da concessionária Carrera Chevrolet,"deixei meu carro para revisão no final de julho na carreira chevrolet da asa norte, e após o serviço realizado, percebemos que foi danificada uma parte de sinalização na base do cambio que mostra o ponto Neutro. o &quot;N&quot; havia sido removido, e só havia um quadrado em branco. Após contato com o atendimento, me falaram para retornar a oficina que o problema seria resolvido. Após voltar a oficina, o responsável me falou que eles não poderiam ter causado o problema pois eles não mexem na parte interna do carro, quando argumentei que eles entraram no carro e lavaram o carro, mexendo no cambio, ele falou que não poderiam ter causado o dano pois &quot;tomavam cuidado&quot;. Sendo assim, meu carro ficou danificado, sem suporte da carrera. foi a última vez que usei os serviços da concessionária, que liga tão pouco para o relacionamento com um cliente que fez todas as revisões do carro ali.",DF,Brasília,PENDING,2025-09-10T16:58:24,https://www.reclameaqui.com.br/chevrolet/dano-em-veiculo-durante-revisao-e-falta-de-suporte-da-concessionaria-carrera-chevrolet_2dNsDEgD3nSbZw3t/
Não emissão de nota fiscal de peças substituídas em serviço autorizado Chevrolet e cobrança indevida,": Fiz concerto do onix plus na oficina Autorizada Original Chevrolet com substituição de peças, finalizado serviço,  não recebi NOTA FISCAL das peças trocadas.Só recebi a dos serviço prestado que consta valor abaixo do que foi cobrado,   Desde do dia 19 de agosto, estou querendo a Nota fiscal das peças trocadas. Tem peças que foi cobrado como novo, mas foram aproveitadas<br />Ja tinha feito reclamação nesse site, porém a Empresa Chevrolet direcionou minha reclamação pro grupo SAGA que por sua vez disse que nao é com eles . Se caso Chevrolet não me de uma solicitação,  voltarei vária vezes aqui com a mesma reclamação!!!!!",MA,São Luís,PENDING,2025-09-10T16:44:57,https://www.reclameaqui.com.br/chevrolet/nao-emissao-de-nota-fiscal-de-pecas-substituidas-em-servico-autorizado-chevrolet-e-cobranca-indevida_r9VWSIi5VBP9kUtK/
Não recebi o estorno da pré-reserva do veículo Spark e falta de contato da concessionária,"NO MES DE JULHO ME FOI OFERECIDO A PRÉ-RESERVA DO VEÍCULO SPARK NO VALOR DE R$ 5.000,00, SOB A CONDIÇÃO DE QUE, O VEÍCULO CHEGANDO NA CONCESSIONÁRIA DE MARINGÁ, CASO O MESMO NÃO ATENDESSE MINHAS EXPECTATIVAS.<br />aSSIM, NA DATA DE 09/07/2025 REALIZEI O PAGAMENTO DA PRÉ RESERVA<br /><br />COMO O VEÍCULO NAO ATENDEU MINHAS EXPECTATIVAS, NA DATA DE 27/08/2025 - PROTOCOLO ***** SOLICITEI A RESTITUIÇÃO DOS VALORES.<br /><br />ATÉ O MOMENTO NÃO ENTRARAM EM CONTATO COMIGO PARA INFORMAR SOBRE A RESTITUIÇÃO<br />QUANDO EU LIGO OU PEÇO INFORMAÇÕES, NINGUEM ME PASSA NENHUM PRAZO PARA A RESTITUIÇÃO, SOMENTE INFORMAM QUE IRÃO PASSAR AO ANALISTA RESPONSÁVEL<br />JÁ FAZEM 7 DIAS ÚTEIS QUE SOLICITEI A RESTITUIÇÃO E NÃO TIVE NENHUM RETORNO.",PR,Maringá,PENDING,2025-09-10T16:34:21,https://www.reclameaqui.com.br/chevrolet/nao-recebi-o-estorno-da-pre-reserva-do-veiculo-spark-e-falta-de-contato-da-concessionaria_cDmPmwpIdVdCMRIr/
"Campanha de garantia e troca da correia dentada da Tracker 2021 restrita ao Onix, gerando insatisfação do cliente.",Fui até a concessionária da chevrolet em Araruama/RJ no intuito de me informar a cerca da campanha pra retomar a garantia do veículo e fazer a troca da correia dentada da minha Tracker 2021 e fui informado que a campanha é somente para o Onix. Porque dessa diferenciação se são os mesmos motores e corremos os mesmos riscos quanto a correia banhada a óleo? Dariam ao menos uma previsão de quando seria feita a mesma campanha para a Tracker? Muito injusto com o consumidor.,RJ,Araruama,PENDING,2025-09-10T15:49:33,https://www.reclameaqui.com.br/chevrolet/campanha-de-garantia-e-troca-da-correia-dentada-da-tracker-2021-restrita-ao-onix-gerando-insatisfacao-do-cliente_Xe5NzppfQO6Zd43m/
Insatisfação com a Exclusão do Tracker na Campanha de Reativação da Garantia da Correia Dentada Banhada a Óleo,"À General Motors / Chevrolet,<br /><br />Somos proprietários de um Chevrolet Tracker ano-modelo 2021 e viemos expressar nossa profunda insatisfação com a decisão adotada na recente campanha de reativação da garantia da correia dentada banhada a óleo.<br /><br />É inconcebível que a Chevrolet esteja excluindo o Tracker, quando este veículo possui exatamente o mesmo motor 1.0 turboflex de 3 cilindros e sistema de correia banhada a óleo que o Onix. Se há uma campanha de pós-venda destinada à reativação de garantia para os veículos com esse conjunto mecânico, não existe justificativa técnica ou comercial plausível para não contemplar o Tracker  um veículo com sistema idêntico e também afetado pela questão da correia.<br /><br />Este descompasso é ainda mais grave considerando que, em razão dessa campanha, estávamos dispostos a adquirir um Tracker 2026  mas agora essa opção se tornou impensável, dada a clara demonstração de descaso para com clientes da linha Tracker.<br /><br />Portanto, questionamos publicamente: qual a justificativa da Chevrolet para excluir o Tracker da campanha? Se se trata do mesmo motor e sistema, qual o receio ou motivo técnico que impede a inclusão desse modelo?<br /><br />Ressaltamos que essa decisão gera forte percepção negativa  não apenas entre proprietários diretamente afetados, mas no mercado como um todo, afastando clientes fiéis como nós, que antes considerariam adquirir novos veículos da marca.<br /><br />Exigimos resposta clara e imediata, respeito ao consumidor e a inclusão do Tracker na campanha, com a mesma oportunidade de reativação de garantia prevista para o Onix.",RJ,Nova Iguaçu,PENDING,2025-09-10T15:44:56,https://www.reclameaqui.com.br/chevrolet/insatisfacao-com-a-exclusao-do-tracker-na-campanha-de-reativacao-da-garantia-da-correia-dentada-banhada-a-oleo_-Sn5SnmpSdy3Nh1W/
Pastilha de freio de má qualidade em veículos Chevrolet (Ônix Turbo Premier),"Pastilha de freio dos carros da Chevrolet é um desrespeito com o consumidor. Adquiri um ônix turbo premier e com apenas 15 mil km rodados as pastilhas dianteiras vão precisar ser trocadas. Meu marido tem um Creta com 22 mil km rodados e as pastilhas de freio não deram nem sinal que precisam ser trocadas. Usamos os carros praticamente na mesmas condições.<br />Aqui é só um desabafo para possíveis compradores da marca. Ao adquirir um Chevrolet já compre junto pastilhas de freio, vc vai precisar trocar o tempo todo. Talvez até em cada  revisão. <br />Pensei que o problema era eu que não estava sabendo dirigir o carro, mas tem até reportagem da revista quatro rodas citando esse defeito. Na internet tem um monte de gente reclamando das pastilhas de péssima qualidade usadas pelas Chevrolet.<br />Sei que a solução é eu trocar com o dinheiro do meu bolso. <br />Mas é uma [Editado pelo Reclame Aqui] o que estão fazendo com o consumidor!",GO,Aragarças,PENDING,2025-09-10T14:53:45,https://www.reclameaqui.com.br/chevrolet/pastilha-de-freio-de-ma-qualidade-em-veiculos-chevrolet-onix-turbo-premier_6f7blzFuwhc3CPF6/
Orçamento abusivo para troca de bateria Chevrolet Tracker 2022,"Orçamento abusivo para troca de bateria Chevrolet Tracker 2022<br /><br />No dia 02/09/2025, levei meu veículo Chevrolet Tracker 2022 para revisão na autorizada Planeta Chevrolet  Juiz de Fora/MG. Durante a avaliação, foi constatada a necessidade de substituição da bateria.<br /><br />Recebi um orçamento para o item denominado Acumulador Elétrico no valor de R$ 2.857,74. No entanto, ao verificar o próprio site oficial da Chevrolet, constatei que a mesma bateria é anunciada pelo valor de R$ 384,43.<br /><br />Diante dessa discrepância expressiva de valores, não autorizei o serviço. Considero abusiva e desrespeitosa essa prática de orçamento por parte da concessionária autorizada, já que gera insegurança e desconfiança ao consumidor.<br /><br />Solicitação:<br />Peço esclarecimentos formais e imediatos sobre:<br /><br />A diferença injustificada entre o orçamento fornecido na concessionária e o valor praticado no site oficial Chevrolet;<br /><br />A adoção de medidas corretivas para que situações semelhantes não se repitam;<br /><br />O direito de adquirir a peça pelo valor justo divulgado oficialmente, com instalação adequada pela rede autorizada.<br /><br />Confio que a Chevrolet, como marca de tradição, prezará pela transparência e pelo respeito ao consumidor, corrigindo essa falha e restabelecendo a confiança em seus serviços autorizados.",MG,Juiz de Fora,PENDING,2025-09-10T13:22:12,https://www.reclameaqui.com.br/chevrolet/orcamento-abusivo-para-troca-de-bateria-chevrolet-tracker-2022_iAS-vfP-9KVLIQmq/
Bateria com defeito apresentada durante a garantia do veículo Tracker,"Comprei um Tracker em agosto de 2024, em 22/12/2024 estacionei e na volta o carro não ligou, acionei meu seguro que detectou que a foi problema na bateria, levei na concessionária no dia 23/12/2024, informaram que a bateria tava boa e não fizeram o registro do meu atendimento. Agora neste mês de setembro nos dias 06 e 09, aconteceu a mesma coisa. Fui até a concessionária (Retirauto), e eles alegaram que estava fora da garantia e não resolveram meu problema.<br />Entendo que está fora da garantia, porém o problema foi apresentado quando o veiculo estava na garantia, diante do exposto, espero que a empresa ( Chevrolet - Retirauto) resolva o problema.",BA,Lauro de Freitas,PENDING,2025-09-10T12:23:54,https://www.reclameaqui.com.br/chevrolet/bateria-com-defeito-apresentada-durante-a-garantia-do-veiculo-tracker_YuKgOrMPgmuXSiO7/
Dificuldade em encontrar painel de controle e peças de reposição para veículo ano 2011,Comprei num outro carro da marca de vocês e não consegui localizar o painel de controle de vocês controle velocidade que marca o km ano2011<br />Meus dois carros queimou o painel e senti muito dificuldade de suporte e achar peça como está porque ???,SP,São Paulo,PENDING,2025-09-10T11:59:55,https://www.reclameaqui.com.br/chevrolet/dificuldade-em-encontrar-painel-de-controle-e-pecas-de-reposicao-para-veiculo-ano-2011_R924Vr_-7yvNTA0B/
